1,1,1337.60,418.73,161.86,366.89,0.8492,-1,-1,-1
1,2,583.73,447.52,90.84,260.66,0.8362,-1,-1,-1
1,3,1457.20,434.88,138.26,327.94,0.7695,-1,-1,-1
1,4,439.47,445.42,110.55,273.94,0.7367,-1,-1,-1
1,5,732.28,458.52,37.20,112.56,0.5425,-1,-1,-1
2,1,1341.37,416.16,167.01,370.07,0.8600,-1,-1,-1
2,2,583.97,448.25,92.49,259.60,0.8435,-1,-1,-1
2,3,1456.79,433.31,141.59,330.88,0.6924,-1,-1,-1
2,4,437.28,445.05,112.46,275.08,0.7557,-1,-1,-1
2,5,733.10,465.32,37.08,106.36,0.5504,-1,-1,-1
3,1,1341.95,420.54,179.17,377.77,0.8509,-1,-1,-1
3,2,583.38,447.35,92.53,260.76,0.8366,-1,-1,-1
3,3,1474.93,435.26,129.77,332.15,0.7045,-1,-1,-1
3,4,435.05,443.01,120.18,278.43,0.7355,-1,-1,-1
3,5,732.46,460.70,38.07,110.15,0.5235,-1,-1,-1
4,1,1347.81,421.74,179.09,379.18,0.8809,-1,-1,-1
4,2,582.47,447.73,93.18,260.69,0.8342,-1,-1,-1
4,3,1484.77,428.61,112.49,340.85,0.7367,-1,-1,-1
4,4,435.17,441.71,126.11,279.49,0.7434,-1,-1,-1
4,5,733.09,461.56,36.98,109.37,0.5005,-1,-1,-1
5,1,1353.39,418.05,172.92,384.24,0.9092,-1,-1,-1
5,2,582.38,448.56,92.83,259.70,0.8375,-1,-1,-1
5,3,1489.39,430.22,109.75,340.93,0.7358,-1,-1,-1
5,4,435.74,443.36,130.32,278.30,0.7876,-1,-1,-1
5,5,734.26,467.67,33.91,102.49,0.4731,-1,-1,-1
6,1,1360.93,413.27,169.86,388.65,0.9140,-1,-1,-1
6,2,583.40,448.19,91.43,259.82,0.8348,-1,-1,-1
6,3,1500.16,427.58,94.45,344.43,0.6918,-1,-1,-1
6,4,434.29,443.91,134.08,279.43,0.7744,-1,-1,-1
6,5,734.18,468.06,34.10,102.86,0.5312,-1,-1,-1
7,1,1374.65,412.72,154.51,390.24,0.8983,-1,-1,-1
7,2,583.52,447.05,91.55,261.31,0.8314,-1,-1,-1
7,3,1503.96,432.02,104.22,336.18,0.7206,-1,-1,-1
7,4,436.63,441.35,130.29,282.11,0.8193,-1,-1,-1
7,5,734.08,464.81,35.30,106.50,0.4937,-1,-1,-1
8,1,1391.66,414.04,138.32,388.11,0.8512,-1,-1,-1
8,2,583.69,446.99,91.28,261.51,0.8373,-1,-1,-1
8,3,1511.28,427.59,91.29,344.95,0.7759,-1,-1,-1
8,4,441.43,445.26,126.63,278.96,0.8122,-1,-1,-1
8,5,733.73,461.25,35.51,109.32,0.4988,-1,-1,-1
9,1,1405.17,413.03,128.74,385.83,0.8379,-1,-1,-1
9,2,583.15,446.75,90.88,262.24,0.8322,-1,-1,-1
9,3,1496.28,426.01,109.10,347.82,0.7185,-1,-1,-1
9,4,437.99,445.55,131.66,278.29,0.8081,-1,-1,-1
9,5,733.84,467.06,34.81,104.34,0.4389,-1,-1,-1
10,1,1413.02,409.35,122.35,387.75,0.8317,-1,-1,-1
10,2,584.39,446.16,91.44,263.25,0.8304,-1,-1,-1
10,3,1514.38,424.07,105.39,352.61,0.6750,-1,-1,-1
10,4,440.12,445.87,131.08,277.06,0.8063,-1,-1,-1
10,5,733.95,468.70,34.40,102.26,0.4488,-1,-1,-1
10,6,1380.07,432.47,44.55,130.71,0.5412,-1,-1,-1
11,1,1427.24,410.01,118.93,391.43,0.8114,-1,-1,-1
11,2,584.96,445.94,90.86,263.32,0.8198,-1,-1,-1
11,3,1534.58,422.26,93.29,347.57,0.7807,-1,-1,-1
11,4,441.64,445.34,129.74,277.48,0.8146,-1,-1,-1
11,5,733.82,466.93,34.32,103.66,0.4544,-1,-1,-1
11,6,1383.44,434.69,42.06,128.81,0.4892,-1,-1,-1
11,7,1253.48,439.56,36.93,109.07,0.5150,-1,-1,-1
12,1,1438.35,407.82,115.59,388.82,0.7817,-1,-1,-1
12,2,584.46,445.20,91.71,264.57,0.8089,-1,-1,-1
12,3,1537.44,423.25,97.38,348.02,0.7926,-1,-1,-1
12,4,442.13,445.12,130.41,279.25,0.8204,-1,-1,-1
12,5,732.58,463.22,35.74,108.44,0.5079,-1,-1,-1
12,6,1383.37,436.10,44.38,125.78,0.4365,-1,-1,-1
12,7,1253.79,429.65,38.99,116.84,0.4749,-1,-1,-1
13,1,1450.67,412.04,116.83,385.67,0.7484,-1,-1,-1
13,2,584.51,444.41,92.29,265.53,0.8165,-1,-1,-1
13,3,1540.07,421.90,111.42,360.57,0.7153,-1,-1,-1
13,4,444.66,442.83,127.27,281.98,0.8373,-1,-1,-1
13,5,732.21,460.33,35.91,113.26,0.5023,-1,-1,-1
13,6,1383.37,436.19,43.10,123.17,0.4927,-1,-1,-1
13,7,1253.51,433.63,38.18,113.04,0.4455,-1,-1,-1
14,1,1453.64,410.78,122.97,380.00,0.6363,-1,-1,-1
14,2,582.35,445.42,92.62,263.00,0.8173,-1,-1,-1
14,4,445.73,442.47,126.98,286.25,0.8149,-1,-1,-1
14,5,731.28,460.18,37.18,114.25,0.4726,-1,-1,-1
14,7,1253.87,427.86,39.23,119.79,0.4150,-1,-1,-1
14,8,1546.27,419.89,135.79,369.98,0.6643,-1,-1,-1
15,1,1448.75,404.27,113.18,395.28,0.6119,-1,-1,-1
15,2,582.30,445.11,92.78,262.55,0.8307,-1,-1,-1
15,4,448.18,444.53,125.08,283.69,0.8035,-1,-1,-1
15,5,730.85,453.45,38.04,120.31,0.4907,-1,-1,-1
15,7,1254.10,431.11,37.38,114.68,0.4141,-1,-1,-1
15,8,1543.63,422.11,160.96,372.62,0.7201,-1,-1,-1
16,1,1463.21,415.66,109.39,378.97,0.5218,-1,-1,-1
16,2,582.89,444.87,91.52,263.56,0.8480,-1,-1,-1
16,4,446.97,443.25,117.80,286.51,0.7462,-1,-1,-1
16,5,730.69,459.95,36.43,118.27,0.4388,-1,-1,-1
16,7,1253.24,432.99,36.54,113.40,0.4422,-1,-1,-1
16,8,1565.50,425.89,163.95,370.07,0.7791,-1,-1,-1
17,1,1453.17,411.68,147.41,389.43,0.4828,-1,-1,-1
17,2,584.08,444.72,90.64,264.22,0.8392,-1,-1,-1
17,4,449.22,443.04,115.77,288.31,0.7815,-1,-1,-1
17,5,729.13,456.06,37.43,123.67,0.4498,-1,-1,-1
17,7,1252.85,430.98,36.80,115.32,0.4314,-1,-1,-1
17,8,1577.36,424.32,167.92,373.24,0.8117,-1,-1,-1
18,2,583.48,446.23,91.36,264.02,0.8483,-1,-1,-1
18,4,449.53,444.07,114.36,287.91,0.7545,-1,-1,-1
18,5,728.35,456.92,37.47,121.39,0.4406,-1,-1,-1
18,7,1252.49,433.47,36.36,112.57,0.4221,-1,-1,-1
18,8,1584.78,430.63,157.99,364.61,0.7710,-1,-1,-1
18,9,1453.25,421.68,220.46,391.84,0.8081,-1,-1,-1
19,2,583.83,445.50,91.96,266.01,0.8410,-1,-1,-1
19,4,450.82,446.71,115.26,283.33,0.7695,-1,-1,-1
19,5,726.90,459.27,39.19,117.56,0.4730,-1,-1,-1
19,7,1252.45,435.49,35.49,110.89,0.4192,-1,-1,-1
19,8,1579.97,445.29,173.44,352.12,0.6994,-1,-1,-1
19,9,1457.47,411.63,188.77,389.64,0.6980,-1,-1,-1
20,2,584.98,445.56,93.61,265.80,0.8292,-1,-1,-1
20,4,456.34,447.20,112.90,279.98,0.7885,-1,-1,-1
20,5,726.53,455.63,39.94,119.85,0.4615,-1,-1,-1
20,7,1252.17,434.72,36.04,111.67,0.4283,-1,-1,-1
20,8,1600.66,448.36,157.25,352.65,0.6870,-1,-1,-1
20,9,1458.32,412.40,175.09,386.67,0.7455,-1,-1,-1
21,2,584.63,444.66,100.48,266.55,0.8298,-1,-1,-1
21,4,458.30,448.06,111.35,277.75,0.7817,-1,-1,-1
21,5,724.81,456.48,41.55,120.80,0.5000,-1,-1,-1
21,7,1252.08,434.59,36.29,111.85,0.4648,-1,-1,-1
21,8,1623.99,438.33,132.60,363.40,0.7381,-1,-1,-1
21,10,1460.22,413.29,237.89,403.16,0.5783,-1,-1,-1
22,2,584.81,445.43,102.70,265.65,0.8184,-1,-1,-1
22,4,461.42,448.14,109.44,280.00,0.7594,-1,-1,-1
22,5,723.78,462.61,43.50,113.73,0.4383,-1,-1,-1
22,7,1251.46,434.12,35.83,112.03,0.5186,-1,-1,-1
22,8,1634.94,426.85,125.10,374.58,0.7251,-1,-1,-1
22,10,1462.31,411.51,191.42,396.85,0.6608,-1,-1,-1
23,2,584.54,445.56,104.87,265.44,0.8093,-1,-1,-1
23,4,464.76,449.13,110.33,278.55,0.7288,-1,-1,-1
23,5,721.21,465.95,46.37,109.65,0.4813,-1,-1,-1
23,7,1251.14,438.96,34.14,106.95,0.5229,-1,-1,-1
23,8,1638.88,429.77,120.48,372.67,0.7247,-1,-1,-1
23,10,1467.74,409.78,182.26,395.14,0.7389,-1,-1,-1
24,2,584.54,445.25,102.93,265.19,0.7983,-1,-1,-1
24,4,465.75,448.77,114.00,280.41,0.7264,-1,-1,-1
24,5,722.64,466.52,46.18,106.32,0.5273,-1,-1,-1
24,7,1250.53,438.72,34.82,107.11,0.5347,-1,-1,-1
24,8,1648.94,422.48,110.04,382.07,0.7299,-1,-1,-1
24,11,1476.40,410.02,192.49,397.56,0.5291,-1,-1,-1
25,2,584.71,444.64,101.17,266.18,0.7489,-1,-1,-1
25,4,461.85,446.44,117.52,279.14,0.7223,-1,-1,-1
25,5,718.40,465.90,49.35,107.68,0.5041,-1,-1,-1
25,7,1250.01,443.64,36.18,100.33,0.5406,-1,-1,-1
25,8,1657.02,418.49,109.97,382.38,0.7640,-1,-1,-1
25,11,1486.00,407.27,190.48,403.47,0.6751,-1,-1,-1
26,2,586.24,445.13,100.62,265.24,0.7325,-1,-1,-1
26,4,464.33,446.30,121.10,281.68,0.7644,-1,-1,-1
26,5,717.20,465.56,52.51,108.79,0.4984,-1,-1,-1
26,7,1250.15,443.00,36.35,100.29,0.5514,-1,-1,-1
26,8,1667.43,413.28,108.67,385.50,0.6863,-1,-1,-1
26,11,1497.26,405.40,205.82,412.41,0.7715,-1,-1,-1
27,2,587.12,446.44,98.89,265.42,0.7595,-1,-1,-1
27,4,464.47,446.25,119.41,279.64,0.7634,-1,-1,-1
27,5,719.92,465.39,49.59,105.34,0.4471,-1,-1,-1
27,7,1250.56,442.43,35.96,101.33,0.5345,-1,-1,-1
27,8,1675.35,410.57,109.62,388.63,0.6888,-1,-1,-1
27,11,1514.21,406.33,186.97,415.31,0.7733,-1,-1,-1
28,2,588.22,443.31,100.99,271.15,0.7554,-1,-1,-1
28,4,467.00,445.45,117.74,282.95,0.7363,-1,-1,-1
28,5,719.41,462.05,50.43,109.74,0.4661,-1,-1,-1
28,7,1250.62,441.21,34.16,106.30,0.5405,-1,-1,-1
28,8,1678.54,412.42,120.86,391.17,0.7528,-1,-1,-1
28,11,1534.96,411.50,170.59,409.19,0.7566,-1,-1,-1
29,2,588.74,444.10,99.54,268.73,0.7452,-1,-1,-1
29,4,468.11,444.47,118.54,283.35,0.7261,-1,-1,-1
29,5,721.55,463.04,46.23,111.03,0.4948,-1,-1,-1
29,7,1250.41,441.65,34.24,106.51,0.5267,-1,-1,-1
29,8,1675.75,430.63,139.60,368.04,0.7540,-1,-1,-1
29,11,1557.22,395.31,156.67,426.98,0.8079,-1,-1,-1
29,12,1429.04,436.86,55.86,122.56,0.5808,-1,-1,-1
30,2,589.46,442.79,101.28,270.22,0.7385,-1,-1,-1
30,4,471.12,443.89,115.32,282.54,0.7344,-1,-1,-1
30,5,720.62,462.00,45.59,111.57,0.4554,-1,-1,-1
30,7,1250.58,441.25,33.94,105.64,0.5188,-1,-1,-1
30,8,1676.52,424.48,165.24,376.89,0.6553,-1,-1,-1
30,11,1580.04,393.77,152.31,430.04,0.7768,-1,-1,-1
30,12,1431.73,433.67,52.11,125.53,0.6981,-1,-1,-1
31,2,590.35,443.17,102.94,269.14,0.7187,-1,-1,-1
31,4,471.76,443.85,115.19,286.90,0.7007,-1,-1,-1
31,5,720.21,457.73,43.93,117.96,0.5104,-1,-1,-1
31,7,1250.76,442.01,34.23,105.41,0.5062,-1,-1,-1
31,11,1599.17,396.04,154.53,426.39,0.7762,-1,-1,-1
31,12,1442.00,434.19,43.56,124.92,0.5910,-1,-1,-1
31,13,1678.01,411.31,214.94,399.29,0.7396,-1,-1,-1
32,2,591.92,443.63,101.23,267.71,0.7410,-1,-1,-1
32,4,480.76,444.39,105.83,296.31,0.6648,-1,-1,-1
32,5,720.43,460.33,41.70,118.15,0.4859,-1,-1,-1
32,7,1250.71,442.58,33.90,105.29,0.4736,-1,-1,-1
32,11,1606.22,398.14,167.46,436.84,0.8542,-1,-1,-1
32,12,1447.29,433.73,40.47,125.74,0.5921,-1,-1,-1
32,13,1716.63,415.64,192.37,392.68,0.7766,-1,-1,-1
33,2,592.71,444.05,102.16,269.39,0.7803,-1,-1,-1
33,4,470.03,443.28,117.19,295.18,0.6913,-1,-1,-1
33,5,718.14,459.59,42.96,118.87,0.4331,-1,-1,-1
33,7,1250.54,442.64,34.33,105.87,0.5286,-1,-1,-1
33,11,1608.93,394.37,178.91,447.24,0.8584,-1,-1,-1
33,12,1449.57,434.19,38.78,123.59,0.5433,-1,-1,-1
33,13,1729.75,414.49,188.47,399.44,0.7138,-1,-1,-1
34,2,601.39,443.62,94.01,268.95,0.7577,-1,-1,-1
34,4,477.72,443.39,109.24,296.84,0.7310,-1,-1,-1
34,5,717.45,459.41,42.18,122.40,0.3568,-1,-1,-1
34,7,1251.20,441.27,33.98,106.87,0.5336,-1,-1,-1
34,11,1615.22,395.88,189.40,450.23,0.8664,-1,-1,-1
34,12,1453.24,432.94,40.37,125.18,0.5680,-1,-1,-1
34,13,1736.02,431.90,182.66,386.45,0.4670,-1,-1,-1
35,2,603.22,442.63,94.78,268.93,0.7483,-1,-1,-1
35,4,472.94,443.46,113.79,297.80,0.7013,-1,-1,-1
35,7,1251.65,440.67,33.52,107.31,0.5170,-1,-1,-1
35,11,1618.40,395.40,199.05,446.98,0.8447,-1,-1,-1
35,12,1455.53,434.06,38.86,122.24,0.5465,-1,-1,-1
35,13,1759.71,437.18,157.80,391.56,0.7802,-1,-1,-1
36,2,604.45,444.95,93.42,268.01,0.7723,-1,-1,-1
36,4,474.28,443.76,112.71,297.45,0.6543,-1,-1,-1
36,7,1251.65,440.04,33.82,108.54,0.5213,-1,-1,-1
36,11,1623.11,395.36,228.97,466.56,0.8277,-1,-1,-1
36,12,1458.39,434.53,39.15,125.58,0.5638,-1,-1,-1
36,13,1772.02,416.42,144.69,408.29,0.7703,-1,-1,-1
37,2,609.08,445.21,88.21,267.31,0.7775,-1,-1,-1
37,4,469.75,445.21,118.30,294.74,0.6614,-1,-1,-1
37,7,1251.66,438.73,34.53,108.84,0.5208,-1,-1,-1
37,11,1629.74,398.83,256.56,469.96,0.8467,-1,-1,-1
37,12,1461.17,434.61,40.56,124.87,0.6543,-1,-1,-1
37,13,1784.73,455.58,131.75,361.49,0.4385,-1,-1,-1
38,2,611.60,446.78,85.70,266.73,0.8070,-1,-1,-1
38,4,466.57,445.45,122.37,290.43,0.6359,-1,-1,-1
38,7,1252.03,434.82,35.59,112.30,0.5172,-1,-1,-1
38,11,1628.34,398.64,279.18,475.28,0.8508,-1,-1,-1
38,12,1463.64,432.16,39.58,123.68,0.7041,-1,-1,-1
38,13,1803.71,432.46,115.88,385.45,0.4085,-1,-1,-1
39,2,612.35,446.40,86.85,267.00,0.8098,-1,-1,-1
39,4,467.85,446.40,122.22,292.47,0.6664,-1,-1,-1
39,11,1629.30,403.69,271.28,470.53,0.8481,-1,-1,-1
39,12,1462.74,432.81,43.14,123.71,0.7215,-1,-1,-1
39,13,1812.11,443.87,107.26,370.52,0.6833,-1,-1,-1
39,14,1253.89,429.02,41.03,117.82,0.5324,-1,-1,-1
40,2,612.40,446.42,89.36,267.61,0.7847,-1,-1,-1
40,4,462.86,448.57,128.37,296.56,0.6436,-1,-1,-1
40,11,1629.05,401.88,274.92,470.83,0.8599,-1,-1,-1
40,12,1464.29,432.09,50.32,124.28,0.6753,-1,-1,-1
40,13,1820.07,438.64,99.46,382.26,0.6968,-1,-1,-1
40,14,1254.45,426.47,39.73,120.74,0.5320,-1,-1,-1
41,2,613.27,447.05,89.30,266.93,0.7961,-1,-1,-1
41,4,473.21,449.79,118.92,294.34,0.6489,-1,-1,-1
41,11,1635.52,404.49,265.44,470.70,0.8545,-1,-1,-1
41,12,1462.57,430.42,53.42,125.85,0.6939,-1,-1,-1
41,14,1254.79,428.17,38.87,118.87,0.5610,-1,-1,-1
41,15,1828.48,407.65,90.98,416.01,0.7275,-1,-1,-1
42,2,614.42,445.62,89.12,267.81,0.8102,-1,-1,-1
42,4,478.33,448.83,113.68,304.95,0.6555,-1,-1,-1
42,11,1644.05,401.37,257.19,472.81,0.8453,-1,-1,-1
42,12,1466.54,429.90,50.55,126.11,0.6919,-1,-1,-1
42,14,1254.07,428.48,37.74,119.44,0.5202,-1,-1,-1
42,15,1843.08,404.46,76.47,422.53,0.7689,-1,-1,-1
43,2,616.54,446.38,88.72,267.44,0.8066,-1,-1,-1
43,4,460.17,446.72,131.82,310.81,0.7191,-1,-1,-1
43,11,1650.45,399.52,261.48,483.83,0.8748,-1,-1,-1
43,12,1470.04,428.23,49.26,127.55,0.7377,-1,-1,-1
43,14,1254.25,424.25,43.56,124.11,0.5515,-1,-1,-1
43,15,1851.77,409.80,67.76,410.20,0.6938,-1,-1,-1
44,2,616.39,447.13,90.00,266.39,0.7977,-1,-1,-1
44,4,461.15,446.32,130.82,315.19,0.6804,-1,-1,-1
44,11,1666.99,394.56,251.00,490.54,0.8741,-1,-1,-1
44,12,1475.35,428.13,45.22,127.86,0.6958,-1,-1,-1
44,14,1254.42,424.78,42.39,123.97,0.5408,-1,-1,-1
44,15,1863.53,409.94,55.97,430.63,0.4692,-1,-1,-1
45,2,616.47,443.79,92.87,270.54,0.8293,-1,-1,-1
45,4,461.74,445.48,129.86,316.72,0.7272,-1,-1,-1
45,11,1691.96,397.42,218.95,482.95,0.8078,-1,-1,-1
45,12,1480.50,429.27,39.85,126.85,0.6971,-1,-1,-1
45,14,1255.06,424.05,45.49,124.19,0.5644,-1,-1,-1
45,15,1869.26,397.79,50.25,452.77,0.3524,-1,-1,-1
46,2,616.98,444.01,93.58,272.14,0.8467,-1,-1,-1
46,4,459.58,444.66,131.96,320.66,0.7887,-1,-1,-1
46,11,1712.05,388.52,196.67,491.86,0.7953,-1,-1,-1
46,12,1486.08,433.35,34.78,122.73,0.7173,-1,-1,-1
46,14,1255.38,423.42,44.39,124.93,0.5764,-1,-1,-1
47,2,616.58,442.93,94.68,273.25,0.8615,-1,-1,-1
47,4,459.19,444.25,131.91,320.67,0.7990,-1,-1,-1
47,12,1490.24,431.73,33.55,122.71,0.7063,-1,-1,-1
47,14,1256.04,426.08,43.50,121.37,0.5799,-1,-1,-1
47,16,1749.13,389.01,168.31,495.51,0.7895,-1,-1,-1
47,17,698.99,455.28,56.56,207.63,0.5169,-1,-1,-1
48,2,618.21,443.97,95.19,271.44,0.8397,-1,-1,-1
48,4,460.32,443.81,130.42,319.07,0.7805,-1,-1,-1
48,12,1495.97,433.66,35.67,122.75,0.5340,-1,-1,-1
48,14,1256.45,424.96,44.21,122.69,0.5694,-1,-1,-1
48,16,1780.23,386.15,139.03,483.47,0.8290,-1,-1,-1
48,17,699.76,450.03,51.82,214.73,0.3947,-1,-1,-1
49,2,618.65,443.92,96.58,271.16,0.8370,-1,-1,-1
49,4,463.20,443.02,127.01,319.00,0.7933,-1,-1,-1
49,14,1256.53,426.86,44.20,120.69,0.5817,-1,-1,-1
49,16,1793.56,384.78,125.60,489.09,0.8415,-1,-1,-1
49,17,698.85,459.08,58.34,203.23,0.4740,-1,-1,-1
50,2,618.04,442.58,98.83,273.37,0.8305,-1,-1,-1
50,4,463.34,442.50,126.62,319.44,0.7894,-1,-1,-1
50,12,1497.85,433.04,40.64,125.10,0.3616,-1,-1,-1
50,14,1256.88,427.97,41.55,119.61,0.5613,-1,-1,-1
50,16,1807.40,385.35,111.71,491.77,0.8105,-1,-1,-1
50,17,701.34,452.89,61.15,210.98,0.4063,-1,-1,-1
51,2,618.61,444.42,97.39,272.51,0.8410,-1,-1,-1
51,4,457.05,442.37,132.74,319.97,0.7952,-1,-1,-1
51,14,1257.11,426.82,44.25,121.20,0.6225,-1,-1,-1
51,16,1815.09,380.82,103.89,494.87,0.8011,-1,-1,-1
51,17,699.29,454.73,61.09,208.17,0.4832,-1,-1,-1
52,2,619.09,444.75,97.63,273.20,0.8437,-1,-1,-1
52,4,466.97,441.75,122.42,320.49,0.7828,-1,-1,-1
52,14,1256.77,426.51,43.60,121.73,0.5972,-1,-1,-1
52,16,1821.35,381.85,98.20,491.88,0.7580,-1,-1,-1
52,17,699.92,454.41,61.14,206.81,0.5051,-1,-1,-1
53,2,620.91,444.66,96.67,272.92,0.8497,-1,-1,-1
53,4,469.47,441.20,119.75,320.75,0.7683,-1,-1,-1
53,14,1257.00,427.28,44.18,121.51,0.6091,-1,-1,-1
53,16,1821.12,386.76,98.42,492.04,0.7926,-1,-1,-1
53,17,698.38,455.28,65.29,207.22,0.5682,-1,-1,-1
54,2,621.70,443.57,94.61,275.65,0.8320,-1,-1,-1
54,4,469.11,442.65,120.19,318.76,0.7677,-1,-1,-1
54,14,1257.27,426.08,44.74,121.84,0.6142,-1,-1,-1
54,17,695.47,454.83,70.45,206.15,0.5343,-1,-1,-1
54,18,1815.89,393.82,103.63,482.01,0.7705,-1,-1,-1
55,2,622.99,445.23,92.33,275.05,0.8345,-1,-1,-1
55,4,468.47,441.04,120.51,320.94,0.7593,-1,-1,-1
55,14,1258.00,426.88,44.06,121.14,0.6104,-1,-1,-1
55,17,693.84,459.76,73.24,200.49,0.5581,-1,-1,-1
55,18,1819.19,408.32,100.36,466.48,0.7490,-1,-1,-1
55,19,1528.39,432.32,40.36,120.14,0.5161,-1,-1,-1
56,2,623.62,443.73,90.32,276.94,0.8188,-1,-1,-1
56,4,470.92,441.26,118.90,319.83,0.7541,-1,-1,-1
56,14,1258.56,425.50,43.82,121.73,0.6088,-1,-1,-1
56,17,698.68,460.91,65.98,199.40,0.5093,-1,-1,-1
56,18,1821.60,387.12,98.10,497.54,0.6856,-1,-1,-1
56,19,1531.21,435.68,35.76,117.19,0.6126,-1,-1,-1
57,2,624.70,445.34,90.77,277.88,0.8103,-1,-1,-1
57,4,468.83,439.74,120.65,322.56,0.7453,-1,-1,-1
57,14,1258.76,427.41,42.43,119.98,0.6150,-1,-1,-1
57,17,698.01,467.30,66.29,195.60,0.5007,-1,-1,-1
57,18,1823.51,383.28,96.15,499.72,0.5674,-1,-1,-1
57,19,1534.03,436.67,35.55,115.45,0.5815,-1,-1,-1
